site_id,action,eval_fiscal_year,fy_start,fy_end,count
128512,violation,2019 / 2020,2019,2020,16
128526,inspection,2013 / 2014,2013,2014,1
128526,inspection,2015 / 2016,2015,2016,1
128526,inspection,2017 / 2018,2017,2018,1
128526,inspection,2018 / 2019,2018,2019,4
128526,violation,2015 / 2016,2015,2016,12
128526,violation,2018 / 2019,2018,2019,4
128527,inspection,2013 / 2014,2013,2014,3
128527,violation,2013 / 2014,2013,2014,2
128537,inspection,2013 / 2014,2013,2014,1
128537,inspection,2014 / 2015,2014,2015,2
128537,inspection,2016 / 2017,2016,2017,1
128537,inspection,2017 / 2018,2017,2018,1
128537,inspection,2018 / 2019,2018,2019,2
128537,violation,2013 / 2014,2013,2014,1
128537,violation,2014 / 2015,2014,2015,7
128537,violation,2017 / 2018,2017,2018,15
128537,violation,2018 / 2019,2018,2019,1
128547,inspection,2016 / 2017,2016,2017,3
128547,violation,2016 / 2017,2016,2017,1
128553,inspection,2016 / 2017,2016,2017,5
128553,inspection,2017 / 2018,2017,2018,4
128553,inspection,2019 / 2020,2019,2020,2
128553,violation,2016 / 2017,2016,2017,5
128553,violation,2019 / 2020,2019,2020,2
128554,inspection,2014 / 2015,2014,2015,2
128554,inspection,2015 / 2016,2015,2016,1
128554,inspection,2016 / 2017,2016,2017,1
128554,violation,2014 / 2015,2014,2015,17
128591,inspection,2015 / 2016,2015,2016,2
128591,inspection,2016 / 2017,2016,2017,1
128591,inspection,2017 / 2018,2017,2018,1
128591,inspection,2018 / 2019,2018,2019,2
128591,violation,2015 / 2016,2015,2016,2
128616,inspection,2015 / 2016,2015,2016,1
128616,inspection,2019 / 2020,2019,2020,1
128616,violation,2019 / 2020,2019,2020,2
128626,inspection,2013 / 2014,2013,2014,1
128626,inspection,2016 / 2017,2016,2017,1
128632,inspection,2014 / 2015,2014,2015,1
128632,inspection,2015 / 2016,2015,2016,2
128632,inspection,2017 / 2018,2017,2018,2
128632,violation,2014 / 2015,2014,2015,3
128632,violation,2017 / 2018,2017,2018,3
128654,inspection,2016 / 2017,2016,2017,2
128654,inspection,2019 / 2020,2019,2020,1
128654,violation,2016 / 2017,2016,2017,3
128654,violation,2019 / 2020,2019,2020,3
128660,inspection,2013 / 2014,2013,2014,6
128660,inspection,2014 / 2015,2014,2015,3
128660,inspection,2016 / 2017,2016,2017,2
128660,inspection,2017 / 2018,2017,2018,5
128660,inspection,2018 / 2019,2018,2019,3
128660,inspection,2019 / 2020,2019,2020,3
128660,violation,2017 / 2018,2017,2018,12
128660,violation,2018 / 2019,2018,2019,9
128660,violation,2019 / 2020,2019,2020,6
128662,inspection,2014 / 2015,2014,2015,1
128662,inspection,2017 / 2018,2017,2018,2
128662,violation,2017 / 2018,2017,2018,1
128664,inspection,2014 / 2015,2014,2015,1
128664,inspection,2015 / 2016,2015,2016,3
128664,inspection,2016 / 2017,2016,2017,1
128664,inspection,2017 / 2018,2017,2018,1
128664,inspection,2018 / 2019,2018,2019,3
128664,inspection,2019 / 2020,2019,2020,1
128664,violation,2014 / 2015,2014,2015,4
128664,violation,2015 / 2016,2015,2016,7
128664,violation,2016 / 2017,2016,2017,4
128664,violation,2017 / 2018,2017,2018,8
128664,violation,2018 / 2019,2018,2019,10
128664,violation,2019 / 2020,2019,2020,6
128666,inspection,2015 / 2016,2015,2016,2
128666,inspection,2017 / 2018,2017,2018,1
128666,inspection,2018 / 2019,2018,2019,1
128666,violation,2015 / 2016,2015,2016,1
128669,inspection,2013 / 2014,2013,2014,2
128669,inspection,2014 / 2015,2014,2015,1
128669,inspection,2015 / 2016,2015,2016,3
128669,inspection,2016 / 2017,2016,2017,5
128669,inspection,2017 / 2018,2017,2018,1
128669,inspection,2018 / 2019,2018,2019,1
128669,inspection,2019 / 2020,2019,2020,4
128669,violation,2013 / 2014,2013,2014,1
128669,violation,2015 / 2016,2015,2016,3
128669,violation,2016 / 2017,2016,2017,5
128669,violation,2017 / 2018,2017,2018,8
128669,violation,2018 / 2019,2018,2019,1
128669,violation,2019 / 2020,2019,2020,9
128670,inspection,2015 / 2016,2015,2016,2
128670,inspection,2016 / 2017,2016,2017,1
128670,inspection,2019 / 2020,2019,2020,2
128670,violation,2015 / 2016,2015,2016,1
128670,violation,2019 / 2020,2019,2020,3
128673,inspection,2014 / 2015,2014,2015,1
128673,inspection,2015 / 2016,2015,2016,3
128673,inspection,2016 / 2017,2016,2017,1
128673,inspection,2017 / 2018,2017,2018,1
128673,inspection,2018 / 2019,2018,2019,1
128673,inspection,2019 / 2020,2019,2020,2
128673,violation,2015 / 2016,2015,2016,2
128673,violation,2016 / 2017,2016,2017,2
128673,violation,2017 / 2018,2017,2018,2
128673,violation,2018 / 2019,2018,2019,3
128673,violation,2019 / 2020,2019,2020,2
128678,inspection,2013 / 2014,2013,2014,2
128678,inspection,2014 / 2015,2014,2015,1
128678,inspection,2015 / 2016,2015,2016,1
128678,inspection,2016 / 2017,2016,2017,4
128678,inspection,2017 / 2018,2017,2018,3
128678,inspection,2018 / 2019,2018,2019,1
128678,inspection,2019 / 2020,2019,2020,2
128678,violation,2014 / 2015,2014,2015,2
128678,violation,2016 / 2017,2016,2017,3
128678,violation,2017 / 2018,2017,2018,2
128678,violation,2018 / 2019,2018,2019,6
128678,violation,2019 / 2020,2019,2020,2
128686,inspection,2014 / 2015,2014,2015,1
128686,inspection,2015 / 2016,2015,2016,4
128686,inspection,2016 / 2017,2016,2017,1
128686,inspection,2017 / 2018,2017,2018,1
128686,inspection,2018 / 2019,2018,2019,1
128686,inspection,2019 / 2020,2019,2020,3
128686,violation,2014 / 2015,2014,2015,6
128686,violation,2015 / 2016,2015,2016,6
128686,violation,2016 / 2017,2016,2017,2
128686,violation,2017 / 2018,2017,2018,5
128686,violation,2018 / 2019,2018,2019,5
128686,violation,2019 / 2020,2019,2020,10
128696,inspection,2013 / 2014,2013,2014,2
128696,inspection,2014 / 2015,2014,2015,1
128696,inspection,2015 / 2016,2015,2016,1
128696,inspection,2016 / 2017,2016,2017,1
128696,inspection,2017 / 2018,2017,2018,6
128696,inspection,2018 / 2019,2018,2019,1
128696,inspection,2019 / 2020,2019,2020,1
128696,violation,2013 / 2014,2013,2014,4
128696,violation,2014 / 2015,2014,2015,2
128696,violation,2015 / 2016,2015,2016,3
128696,violation,2016 / 2017,2016,2017,5
128696,violation,2017 / 2018,2017,2018,6
128696,violation,2018 / 2019,2018,2019,8
128696,violation,2019 / 2020,2019,2020,5
128697,inspection,2014 / 2015,2014,2015,1
128697,inspection,2015 / 2016,2015,2016,4
128697,inspection,2016 / 2017,2016,2017,2
128697,inspection,2017 / 2018,2017,2018,1
128697,inspection,2018 / 2019,2018,2019,1
128697,inspection,2019 / 2020,2019,2020,3
128697,violation,2014 / 2015,2014,2015,2
128697,violation,2015 / 2016,2015,2016,5
128697,violation,2016 / 2017,2016,2017,6
128697,violation,2019 / 2020,2019,2020,7
128698,inspection,2015 / 2016,2015,2016,1
128698,inspection,2016 / 2017,2016,2017,1
128698,inspection,2017 / 2018,2017,2018,2
128698,inspection,2018 / 2019,2018,2019,1
128698,inspection,2019 / 2020,2019,2020,2
128698,violation,2015 / 2016,2015,2016,1
128698,violation,2016 / 2017,2016,2017,3
128698,violation,2017 / 2018,2017,2018,7
128698,violation,2018 / 2019,2018,2019,9
128698,violation,2019 / 2020,2019,2020,6
128706,inspection,2018 / 2019,2018,2019,4
128707,inspection,2016 / 2017,2016,2017,2
128707,inspection,2019 / 2020,2019,2020,3
128708,inspection,2019 / 2020,2019,2020,2
128709,inspection,2017 / 2018,2017,2018,2
128710,inspection,2018 / 2019,2018,2019,3
128713,inspection,2017 / 2018,2017,2018,2
128713,inspection,2018 / 2019,2018,2019,2
128715,inspection,2017 / 2018,2017,2018,2
128717,inspection,2018 / 2019,2018,2019,2
128721,inspection,2018 / 2019,2018,2019,2
128725,inspection,2018 / 2019,2018,2019,1
128726,inspection,2017 / 2018,2017,2018,2
128735,inspection,2017 / 2018,2017,2018,2
128742,inspection,2018 / 2019,2018,2019,3
128743,inspection,2014 / 2015,2014,2015,1
128743,inspection,2015 / 2016,2015,2016,1
128743,inspection,2016 / 2017,2016,2017,1
128743,inspection,2017 / 2018,2017,2018,3
128743,inspection,2018 / 2019,2018,2019,1
128743,inspection,2019 / 2020,2019,2020,1
128743,violation,2015 / 2016,2015,2016,5
128743,violation,2017 / 2018,2017,2018,6
128743,violation,2018 / 2019,2018,2019,6
128743,violation,2019 / 2020,2019,2020,4
128769,inspection,2018 / 2019,2018,2019,3
128771,inspection,2017 / 2018,2017,2018,2
128774,inspection,2014 / 2015,2014,2015,1
128774,inspection,2015 / 2016,2015,2016,1
128774,inspection,2016 / 2017,2016,2017,1
128774,inspection,2017 / 2018,2017,2018,1
128774,inspection,2018 / 2019,2018,2019,4
128774,inspection,2019 / 2020,2019,2020,1
128774,violation,2015 / 2016,2015,2016,5
128774,violation,2016 / 2017,2016,2017,2
128774,violation,2018 / 2019,2018,2019,5
128774,violation,2019 / 2020,2019,2020,8
128775,inspection,2018 / 2019,2018,2019,2
128776,inspection,2017 / 2018,2017,2018,2
128777,inspection,2017 / 2018,2017,2018,2
128787,enf_action,2013 / 2014,2013,2014,1
128787,inspection,2013 / 2014,2013,2014,4
128787,inspection,2014 / 2015,2014,2015,1
128787,inspection,2015 / 2016,2015,2016,1
128787,inspection,2016 / 2017,2016,2017,1
128787,inspection,2017 / 2018,2017,2018,1
128787,inspection,2018 / 2019,2018,2019,4
128787,inspection,2019 / 2020,2019,2020,1
128787,violation,2013 / 2014,2013,2014,2
128787,violation,2015 / 2016,2015,2016,7
128787,violation,2016 / 2017,2016,2017,8
128787,violation,2017 / 2018,2017,2018,9
128787,violation,2018 / 2019,2018,2019,3
128787,violation,2019 / 2020,2019,2020,5
128801,inspection,2013 / 2014,2013,2014,2
128801,inspection,2015 / 2016,2015,2016,1
128801,inspection,2016 / 2017,2016,2017,2
128801,inspection,2017 / 2018,2017,2018,6
128801,inspection,2018 / 2019,2018,2019,1
128801,inspection,2019 / 2020,2019,2020,1
128801,violation,2015 / 2016,2015,2016,5
128801,violation,2016 / 2017,2016,2017,2
128801,violation,2017 / 2018,2017,2018,7
128801,violation,2018 / 2019,2018,2019,16
128801,violation,2019 / 2020,2019,2020,8
128818,inspection,2013 / 2014,2013,2014,3
128818,inspection,2014 / 2015,2014,2015,2
128818,inspection,2015 / 2016,2015,2016,1
128818,inspection,2016 / 2017,2016,2017,3
128818,inspection,2017 / 2018,2017,2018,1
128818,inspection,2018 / 2019,2018,2019,1
128818,inspection,2019 / 2020,2019,2020,3
128818,violation,2015 / 2016,2015,2016,5
128818,violation,2016 / 2017,2016,2017,5
128818,violation,2017 / 2018,2017,2018,12
128818,violation,2018 / 2019,2018,2019,5
128818,violation,2019 / 2020,2019,2020,8
128826,inspection,2014 / 2015,2014,2015,1
128826,inspection,2015 / 2016,2015,2016,1
128826,inspection,2016 / 2017,2016,2017,4
128826,inspection,2017 / 2018,2017,2018,1
128826,inspection,2018 / 2019,2018,2019,2
128826,inspection,2019 / 2020,2019,2020,3
128826,violation,2014 / 2015,2014,2015,7
128826,violation,2015 / 2016,2015,2016,9
128826,violation,2016 / 2017,2016,2017,14
128826,violation,2017 / 2018,2017,2018,15
128826,violation,2018 / 2019,2018,2019,5
128826,violation,2019 / 2020,2019,2020,8
128850,inspection,2013 / 2014,2013,2014,2
128850,inspection,2015 / 2016,2015,2016,2
128850,inspection,2016 / 2017,2016,2017,1
128850,inspection,2017 / 2018,2017,2018,6
128850,inspection,2018 / 2019,2018,2019,12
128850,inspection,2019 / 2020,2019,2020,3
128850,violation,2013 / 2014,2013,2014,1
128850,violation,2016 / 2017,2016,2017,7
128850,violation,2017 / 2018,2017,2018,10
128850,violation,2018 / 2019,2018,2019,22
128850,violation,2019 / 2020,2019,2020,13
128851,inspection,2013 / 2014,2013,2014,5
128851,inspection,2015 / 2016,2015,2016,3
128851,inspection,2016 / 2017,2016,2017,2
128851,inspection,2017 / 2018,2017,2018,4
128851,inspection,2018 / 2019,2018,2019,1
128851,inspection,2019 / 2020,2019,2020,7
128851,inspection,2020 / 2021,2020,2021,1
128851,violation,2015 / 2016,2015,2016,25
128851,violation,2016 / 2017,2016,2017,1
128851,violation,2017 / 2018,2017,2018,6
128851,violation,2018 / 2019,2018,2019,11
128851,violation,2019 / 2020,2019,2020,22
128861,inspection,2016 / 2017,2016,2017,2
128861,inspection,2017 / 2018,2017,2018,2
128861,inspection,2019 / 2020,2019,2020,2
128861,violation,2016 / 2017,2016,2017,4
128867,inspection,2015 / 2016,2015,2016,4
128867,inspection,2017 / 2018,2017,2018,1
128867,inspection,2018 / 2019,2018,2019,1
128867,violation,2015 / 2016,2015,2016,3
128883,inspection,2014 / 2015,2014,2015,1
128883,inspection,2015 / 2016,2015,2016,1
128883,inspection,2019 / 2020,2019,2020,1
128883,violation,2014 / 2015,2014,2015,2
128889,enf_action,2015 / 2016,2015,2016,1
128889,inspection,2013 / 2014,2013,2014,1
128889,inspection,2014 / 2015,2014,2015,1
128889,inspection,2015 / 2016,2015,2016,1
128889,inspection,2017 / 2018,2017,2018,1
128889,inspection,2018 / 2019,2018,2019,1
128889,violation,2014 / 2015,2014,2015,1
128889,violation,2017 / 2018,2017,2018,3
128906,inspection,2014 / 2015,2014,2015,2
128906,inspection,2016 / 2017,2016,2017,1
128906,inspection,2018 / 2019,2018,2019,2
128917,inspection,2014 / 2015,2014,2015,1
128917,inspection,2017 / 2018,2017,2018,2
128917,violation,2014 / 2015,2014,2015,2
128955,inspection,2012 / 2013,2012,2013,1
128955,inspection,2014 / 2015,2014,2015,3
128955,inspection,2015 / 2016,2015,2016,2
128955,inspection,2016 / 2017,2016,2017,3
128955,inspection,2018 / 2019,2018,2019,2
128955,violation,2012 / 2013,2012,2013,1
128955,violation,2014 / 2015,2014,2015,7
128955,violation,2016 / 2017,2016,2017,1
128955,violation,2018 / 2019,2018,2019,2
128968,inspection,2012 / 2013,2012,2013,2
128968,inspection,2016 / 2017,2016,2017,2
128968,inspection,2019 / 2020,2019,2020,2
128968,violation,2012 / 2013,2012,2013,3
128968,violation,2016 / 2017,2016,2017,1
128968,violation,2019 / 2020,2019,2020,4
128994,inspection,2014 / 2015,2014,2015,2
128994,inspection,2018 / 2019,2018,2019,1
128994,inspection,2019 / 2020,2019,2020,1
128994,violation,2014 / 2015,2014,2015,2
128994,violation,2019 / 2020,2019,2020,2
129002,inspection,2014 / 2015,2014,2015,1
129002,inspection,2016 / 2017,2016,2017,1
129002,inspection,2018 / 2019,2018,2019,1
129002,violation,2014 / 2015,2014,2015,2
129002,violation,2016 / 2017,2016,2017,3
129002,violation,2018 / 2019,2018,2019,1
129228,inspection,2015 / 2016,2015,2016,3
129228,inspection,2018 / 2019,2018,2019,2
129228,violation,2015 / 2016,2015,2016,2
129228,violation,2018 / 2019,2018,2019,2
129243,inspection,2013 / 2014,2013,2014,3
129243,inspection,2016 / 2017,2016,2017,4
129243,inspection,2017 / 2018,2017,2018,2
129243,inspection,2018 / 2019,2018,2019,3
129243,violation,2018 / 2019,2018,2019,5
129251,inspection,2013 / 2014,2013,2014,5
129251,inspection,2016 / 2017,2016,2017,4
129251,inspection,2019 / 2020,2019,2020,2
129251,violation,2016 / 2017,2016,2017,3
129251,violation,2019 / 2020,2019,2020,3
129256,inspection,2013 / 2014,2013,2014,6
129256,inspection,2014 / 2015,2014,2015,1
129256,inspection,2016 / 2017,2016,2017,2
129256,inspection,2017 / 2018,2017,2018,1
129256,violation,2013 / 2014,2013,2014,2
129256,violation,2016 / 2017,2016,2017,3
129395,inspection,2013 / 2014,2013,2014,2
129395,inspection,2016 / 2017,2016,2017,2
129395,inspection,2018 / 2019,2018,2019,1
129395,violation,2016 / 2017,2016,2017,9
129443,inspection,2013 / 2014,2013,2014,1
129443,inspection,2014 / 2015,2014,2015,2
129443,inspection,2015 / 2016,2015,2016,4
129443,inspection,2016 / 2017,2016,2017,1
129443,inspection,2017 / 2018,2017,2018,2
129443,inspection,2018 / 2019,2018,2019,4
129443,inspection,2019 / 2020,2019,2020,1
129443,violation,2014 / 2015,2014,2015,2
129443,violation,2015 / 2016,2015,2016,6
129443,violation,2016 / 2017,2016,2017,5
129443,violation,2017 / 2018,2017,2018,8
129443,violation,2018 / 2019,2018,2019,6
129443,violation,2019 / 2020,2019,2020,3
129652,inspection,2013 / 2014,2013,2014,2
129652,inspection,2014 / 2015,2014,2015,3
129652,inspection,2015 / 2016,2015,2016,2
129652,inspection,2016 / 2017,2016,2017,1
129652,inspection,2017 / 2018,2017,2018,4
129652,inspection,2018 / 2019,2018,2019,4
129652,inspection,2019 / 2020,2019,2020,1
129652,violation,2014 / 2015,2014,2015,2
129652,violation,2015 / 2016,2015,2016,1
129652,violation,2016 / 2017,2016,2017,5
129652,violation,2017 / 2018,2017,2018,3
129652,violation,2018 / 2019,2018,2019,4
129669,inspection,2016 / 2017,2016,2017,1
129669,violation,2016 / 2017,2016,2017,1
129687,inspection,2013 / 2014,2013,2014,2
129687,inspection,2014 / 2015,2014,2015,1
129687,inspection,2015 / 2016,2015,2016,3
129687,inspection,2016 / 2017,2016,2017,2
129687,inspection,2017 / 2018,2017,2018,3
129687,inspection,2018 / 2019,2018,2019,6
129687,inspection,2019 / 2020,2019,2020,11
129687,inspection,2020 / 2021,2020,2021,1
129687,violation,2015 / 2016,2015,2016,7
129687,violation,2018 / 2019,2018,2019,9
129687,violation,2019 / 2020,2019,2020,5
129687,violation,2020 / 2021,2020,2021,3
129688,inspection,2015 / 2016,2015,2016,3
129688,inspection,2016 / 2017,2016,2017,3
129688,inspection,2017 / 2018,2017,2018,3
129688,inspection,2018 / 2019,2018,2019,5
129688,inspection,2019 / 2020,2019,2020,4
129688,inspection,2020 / 2021,2020,2021,2
129688,violation,2015 / 2016,2015,2016,1
129688,violation,2016 / 2017,2016,2017,3
129688,violation,2017 / 2018,2017,2018,4
129688,violation,2018 / 2019,2018,2019,7
129688,violation,2019 / 2020,2019,2020,6
129689,inspection,2016 / 2017,2016,2017,1
129689,violation,2016 / 2017,2016,2017,12
129690,inspection,2013 / 2014,2013,2014,5
129690,inspection,2014 / 2015,2014,2015,3
129690,inspection,2015 / 2016,2015,2016,4
129690,inspection,2016 / 2017,2016,2017,4
129690,inspection,2017 / 2018,2017,2018,3
129690,inspection,2018 / 2019,2018,2019,6
129690,inspection,2019 / 2020,2019,2020,8
129690,violation,2013 / 2014,2013,2014,3
129690,violation,2015 / 2016,2015,2016,5
129690,violation,2016 / 2017,2016,2017,6
129690,violation,2017 / 2018,2017,2018,7
129690,violation,2018 / 2019,2018,2019,5
129690,violation,2019 / 2020,2019,2020,2
129691,inspection,2014 / 2015,2014,2015,2
129691,inspection,2015 / 2016,2015,2016,2
129691,inspection,2017 / 2018,2017,2018,4
129691,inspection,2018 / 2019,2018,2019,4
129691,inspection,2019 / 2020,2019,2020,5
129691,inspection,2020 / 2021,2020,2021,2
129691,violation,2015 / 2016,2015,2016,7
129691,violation,2017 / 2018,2017,2018,2
129691,violation,2018 / 2019,2018,2019,2
129691,violation,2019 / 2020,2019,2020,3
129691,violation,2020 / 2021,2020,2021,9
129694,inspection,2013 / 2014,2013,2014,3
129694,inspection,2014 / 2015,2014,2015,3
129694,inspection,2015 / 2016,2015,2016,2
129694,inspection,2016 / 2017,2016,2017,3
129694,inspection,2017 / 2018,2017,2018,8
129694,inspection,2018 / 2019,2018,2019,4
129694,inspection,2019 / 2020,2019,2020,5
129694,violation,2013 / 2014,2013,2014,1
129694,violation,2014 / 2015,2014,2015,2
129694,violation,2015 / 2016,2015,2016,8
129694,violation,2016 / 2017,2016,2017,7
129694,violation,2017 / 2018,2017,2018,2
129694,violation,2018 / 2019,2018,2019,4
129694,violation,2019 / 2020,2019,2020,2
129695,inspection,2013 / 2014,2013,2014,1
129695,inspection,2014 / 2015,2014,2015,4
129695,inspection,2015 / 2016,2015,2016,2
129695,inspection,2016 / 2017,2016,2017,2
129695,inspection,2017 / 2018,2017,2018,5
129695,inspection,2018 / 2019,2018,2019,2
129695,inspection,2019 / 2020,2019,2020,5
129695,inspection,2020 / 2021,2020,2021,1
129695,violation,2013 / 2014,2013,2014,2
129695,violation,2016 / 2017,2016,2017,1
129743,inspection,2016 / 2017,2016,2017,2
129743,violation,2016 / 2017,2016,2017,2
129788,inspection,2014 / 2015,2014,2015,1
129882,inspection,2015 / 2016,2015,2016,3
129882,inspection,2018 / 2019,2018,2019,2
129882,violation,2015 / 2016,2015,2016,1
129885,inspection,2015 / 2016,2015,2016,1
129885,inspection,2016 / 2017,2016,2017,1
129885,inspection,2018 / 2019,2018,2019,3
129885,violation,2018 / 2019,2018,2019,1
129886,inspection,2015 / 2016,2015,2016,1
129886,inspection,2016 / 2017,2016,2017,1
129886,inspection,2018 / 2019,2018,2019,1
129886,inspection,2019 / 2020,2019,2020,1
129886,violation,2018 / 2019,2018,2019,2
129887,inspection,2015 / 2016,2015,2016,1
129887,inspection,2016 / 2017,2016,2017,1
129887,inspection,2018 / 2019,2018,2019,2
129887,violation,2018 / 2019,2018,2019,5
129888,inspection,2013 / 2014,2013,2014,2
129888,inspection,2015 / 2016,2015,2016,1
129888,inspection,2018 / 2019,2018,2019,2
129889,inspection,2015 / 2016,2015,2016,2
129889,inspection,2017 / 2018,2017,2018,1
129889,inspection,2018 / 2019,2018,2019,1
129894,inspection,2016 / 2017,2016,2017,1
129894,inspection,2019 / 2020,2019,2020,1
129895,inspection,2013 / 2014,2013,2014,2
129895,inspection,2016 / 2017,2016,2017,2
129895,inspection,2019 / 2020,2019,2020,1
129895,violation,2013 / 2014,2013,2014,1
129896,inspection,2015 / 2016,2015,2016,1
129896,inspection,2016 / 2017,2016,2017,1
129896,inspection,2018 / 2019,2018,2019,1
129896,inspection,2019 / 2020,2019,2020,2
129896,violation,2016 / 2017,2016,2017,5
129896,violation,2019 / 2020,2019,2020,1
129907,inspection,2012 / 2013,2012,2013,1
129907,inspection,2014 / 2015,2014,2015,1
129907,inspection,2016 / 2017,2016,2017,1
129907,inspection,2017 / 2018,2017,2018,2
129907,violation,2012 / 2013,2012,2013,1
129907,violation,2016 / 2017,2016,2017,1
129911,inspection,2015 / 2016,2015,2016,2
129911,inspection,2018 / 2019,2018,2019,3
129911,violation,2018 / 2019,2018,2019,3
129912,inspection,2015 / 2016,2015,2016,1
129912,inspection,2018 / 2019,2018,2019,1
129914,inspection,2013 / 2014,2013,2014,2
129914,inspection,2018 / 2019,2018,2019,3
129914,violation,2013 / 2014,2013,2014,2
129914,violation,2018 / 2019,2018,2019,2
129917,inspection,2015 / 2016,2015,2016,2
129917,inspection,2016 / 2017,2016,2017,1
129917,inspection,2018 / 2019,2018,2019,2
129917,inspection,2019 / 2020,2019,2020,1
129917,violation,2019 / 2020,2019,2020,1
129920,inspection,2015 / 2016,2015,2016,2
129920,inspection,2018 / 2019,2018,2019,2
129921,inspection,2012 / 2013,2012,2013,1
129921,inspection,2015 / 2016,2015,2016,1
129921,inspection,2016 / 2017,2016,2017,1
129921,inspection,2018 / 2019,2018,2019,1
129921,inspection,2019 / 2020,2019,2020,1
129921,violation,2012 / 2013,2012,2013,1
129921,violation,2015 / 2016,2015,2016,13
129922,inspection,2016 / 2017,2016,2017,1
129922,inspection,2019 / 2020,2019,2020,3
129922,violation,2019 / 2020,2019,2020,2
129923,inspection,2015 / 2016,2015,2016,1
129923,inspection,2016 / 2017,2016,2017,2
129923,inspection,2018 / 2019,2018,2019,3
129923,inspection,2019 / 2020,2019,2020,2
129923,violation,2016 / 2017,2016,2017,2
129923,violation,2018 / 2019,2018,2019,1
129923,violation,2019 / 2020,2019,2020,4
129938,inspection,2014 / 2015,2014,2015,1
129938,inspection,2016 / 2017,2016,2017,1
129938,inspection,2018 / 2019,2018,2019,1
129938,inspection,2019 / 2020,2019,2020,3
129938,violation,2019 / 2020,2019,2020,1
129940,inspection,2015 / 2016,2015,2016,1
129940,inspection,2018 / 2019,2018,2019,1
129944,inspection,2015 / 2016,2015,2016,2
129944,inspection,2018 / 2019,2018,2019,1
129944,inspection,2019 / 2020,2019,2020,1
129944,violation,2015 / 2016,2015,2016,12
129944,violation,2018 / 2019,2018,2019,1
129948,inspection,2015 / 2016,2015,2016,1
129948,inspection,2018 / 2019,2018,2019,1
129952,inspection,2015 / 2016,2015,2016,2
129952,inspection,2018 / 2019,2018,2019,3
129952,violation,2018 / 2019,2018,2019,3
129953,inspection,2015 / 2016,2015,2016,4
129953,inspection,2018 / 2019,2018,2019,3
129953,violation,2015 / 2016,2015,2016,2
129953,violation,2018 / 2019,2018,2019,1
129955,inspection,2015 / 2016,2015,2016,1
129955,inspection,2018 / 2019,2018,2019,1
129955,inspection,2019 / 2020,2019,2020,1
129955,violation,2015 / 2016,2015,2016,1
129957,inspection,2012 / 2013,2012,2013,1
129957,inspection,2017 / 2018,2017,2018,1
129960,inspection,2015 / 2016,2015,2016,1
129960,inspection,2016 / 2017,2016,2017,1
129960,inspection,2018 / 2019,2018,2019,1
129960,inspection,2019 / 2020,2019,2020,2
129960,violation,2016 / 2017,2016,2017,1
129967,inspection,2015 / 2016,2015,2016,2
129967,inspection,2018 / 2019,2018,2019,2
129967,violation,2018 / 2019,2018,2019,1
129971,inspection,2015 / 2016,2015,2016,1
129971,inspection,2018 / 2019,2018,2019,1
129972,inspection,2012 / 2013,2012,2013,1
129972,inspection,2016 / 2017,2016,2017,1
130022,inspection,2014 / 2015,2014,2015,1
130022,inspection,2017 / 2018,2017,2018,1
130022,violation,2014 / 2015,2014,2015,6
130029,inspection,2012 / 2013,2012,2013,2
130029,inspection,2015 / 2016,2015,2016,3
130029,inspection,2019 / 2020,2019,2020,2
130029,violation,2012 / 2013,2012,2013,4
130029,violation,2015 / 2016,2015,2016,5
130030,inspection,2015 / 2016,2015,2016,3
130030,inspection,2016 / 2017,2016,2017,1
130030,inspection,2017 / 2018,2017,2018,1
130030,inspection,2018 / 2019,2018,2019,2
130030,violation,2015 / 2016,2015,2016,19
130030,violation,2017 / 2018,2017,2018,1
130030,violation,2018 / 2019,2018,2019,3
130059,inspection,2015 / 2016,2015,2016,3
130059,inspection,2019 / 2020,2019,2020,2
130059,violation,2015 / 2016,2015,2016,2
130059,violation,2019 / 2020,2019,2020,2
130085,inspection,2015 / 2016,2015,2016,3
130085,inspection,2019 / 2020,2019,2020,2
130085,violation,2015 / 2016,2015,2016,5
130085,violation,2019 / 2020,2019,2020,8
130086,inspection,2014 / 2015,2014,2015,2
130086,inspection,2015 / 2016,2015,2016,1
130086,inspection,2016 / 2017,2016,2017,11
130086,inspection,2017 / 2018,2017,2018,2
130086,inspection,2018 / 2019,2018,2019,2
130086,violation,2014 / 2015,2014,2015,1
130086,violation,2016 / 2017,2016,2017,2
130133,inspection,2013 / 2014,2013,2014,2
130133,inspection,2018 / 2019,2018,2019,2
130133,violation,2013 / 2014,2013,2014,7
130133,violation,2018 / 2019,2018,2019,7
130168,inspection,2013 / 2014,2013,2014,1
130168,inspection,2015 / 2016,2015,2016,1
130168,inspection,2016 / 2017,2016,2017,1
130168,inspection,2018 / 2019,2018,2019,1
130168,inspection,2019 / 2020,2019,2020,1
130168,inspection,2020 / 2021,2020,2021,1
130168,violation,2016 / 2017,2016,2017,3
130168,violation,2020 / 2021,2020,2021,8
130171,inspection,2015 / 2016,2015,2016,4
130171,inspection,2016 / 2017,2016,2017,1
130171,inspection,2017 / 2018,2017,2018,1
130171,inspection,2018 / 2019,2018,2019,3
130171,inspection,2019 / 2020,2019,2020,1
130171,violation,2015 / 2016,2015,2016,8
130171,violation,2016 / 2017,2016,2017,6
130171,violation,2017 / 2018,2017,2018,8
130171,violation,2018 / 2019,2018,2019,7
