site_id,action,eval_fiscal_year,fy_start,fy_end,count
40,inspection,2013 / 2014,2013,2014,3
40,inspection,2014 / 2015,2014,2015,3
40,inspection,2015 / 2016,2015,2016,3
40,inspection,2016 / 2017,2016,2017,3
40,inspection,2017 / 2018,2017,2018,3
40,inspection,2018 / 2019,2018,2019,3
40,inspection,2019 / 2020,2019,2020,1
40,violation,2013 / 2014,2013,2014,1
40,violation,2015 / 2016,2015,2016,2
40,violation,2016 / 2017,2016,2017,1
40,violation,2017 / 2018,2017,2018,3
40,violation,2018 / 2019,2018,2019,2
40,violation,2019 / 2020,2019,2020,2
120,enf_action,2014 / 2015,2014,2015,1
120,enf_action,2017 / 2018,2017,2018,1
120,inspection,2014 / 2015,2014,2015,1
120,inspection,2017 / 2018,2017,2018,1
120,violation,2014 / 2015,2014,2015,2
120,violation,2017 / 2018,2017,2018,4
126,inspection,2013 / 2014,2013,2014,2
126,inspection,2014 / 2015,2014,2015,2
126,inspection,2016 / 2017,2016,2017,3
126,inspection,2017 / 2018,2017,2018,2
126,inspection,2018 / 2019,2018,2019,1
126,inspection,2019 / 2020,2019,2020,1
126,violation,2016 / 2017,2016,2017,3
126,violation,2017 / 2018,2017,2018,13
132,inspection,2014 / 2015,2014,2015,1
132,inspection,2017 / 2018,2017,2018,2
132,violation,2017 / 2018,2017,2018,2
139,inspection,2015 / 2016,2015,2016,3
139,inspection,2016 / 2017,2016,2017,4
139,inspection,2017 / 2018,2017,2018,4
139,inspection,2018 / 2019,2018,2019,7
139,inspection,2019 / 2020,2019,2020,3
139,violation,2017 / 2018,2017,2018,14
139,violation,2018 / 2019,2018,2019,8
139,violation,2019 / 2020,2019,2020,6
190,inspection,2015 / 2016,2015,2016,2
190,inspection,2017 / 2018,2017,2018,1
190,inspection,2018 / 2019,2018,2019,1
190,violation,2015 / 2016,2015,2016,13
190,violation,2017 / 2018,2017,2018,13
196,enf_action,2015 / 2016,2015,2016,3
196,enf_action,2016 / 2017,2016,2017,1
196,enf_action,2018 / 2019,2018,2019,1
196,inspection,2015 / 2016,2015,2016,3
196,inspection,2016 / 2017,2016,2017,1
196,inspection,2018 / 2019,2018,2019,2
196,violation,2015 / 2016,2015,2016,5
196,violation,2016 / 2017,2016,2017,1
196,violation,2018 / 2019,2018,2019,3
214,inspection,2014 / 2015,2014,2015,1
214,inspection,2015 / 2016,2015,2016,1
214,inspection,2016 / 2017,2016,2017,2
214,inspection,2019 / 2020,2019,2020,1
214,violation,2014 / 2015,2014,2015,6
214,violation,2015 / 2016,2015,2016,1
214,violation,2016 / 2017,2016,2017,1
214,violation,2019 / 2020,2019,2020,3
215,inspection,2014 / 2015,2014,2015,1
215,inspection,2017 / 2018,2017,2018,2
215,violation,2014 / 2015,2014,2015,1
215,violation,2017 / 2018,2017,2018,1
229,inspection,2013 / 2014,2013,2014,4
229,inspection,2014 / 2015,2014,2015,1
229,inspection,2017 / 2018,2017,2018,6
229,violation,2013 / 2014,2013,2014,7
229,violation,2017 / 2018,2017,2018,3
245,inspection,2015 / 2016,2015,2016,1
245,inspection,2019 / 2020,2019,2020,1
245,violation,2015 / 2016,2015,2016,2
245,violation,2019 / 2020,2019,2020,1
296,inspection,2018 / 2019,2018,2019,2
314,inspection,2013 / 2014,2013,2014,2
314,inspection,2018 / 2019,2018,2019,2
314,violation,2018 / 2019,2018,2019,4
334,inspection,2015 / 2016,2015,2016,4
334,inspection,2018 / 2019,2018,2019,1
334,violation,2015 / 2016,2015,2016,2
338,inspection,2014 / 2015,2014,2015,2
338,inspection,2018 / 2019,2018,2019,1
338,violation,2014 / 2015,2014,2015,5
338,violation,2018 / 2019,2018,2019,2
368,inspection,2012 / 2013,2012,2013,2
368,inspection,2015 / 2016,2015,2016,2
368,inspection,2018 / 2019,2018,2019,2
368,violation,2012 / 2013,2012,2013,1
406,inspection,2014 / 2015,2014,2015,1
406,inspection,2015 / 2016,2015,2016,1
406,violation,2014 / 2015,2014,2015,2
413,inspection,2018 / 2019,2018,2019,2
418,inspection,2013 / 2014,2013,2014,4
418,inspection,2016 / 2017,2016,2017,2
420,inspection,2014 / 2015,2014,2015,1
420,inspection,2017 / 2018,2017,2018,1
440,inspection,2014 / 2015,2014,2015,1
440,inspection,2016 / 2017,2016,2017,2
440,inspection,2019 / 2020,2019,2020,2
464,inspection,2014 / 2015,2014,2015,1
464,inspection,2016 / 2017,2016,2017,1
464,inspection,2018 / 2019,2018,2019,1
464,violation,2014 / 2015,2014,2015,4
464,violation,2016 / 2017,2016,2017,2
464,violation,2018 / 2019,2018,2019,2
481,inspection,2015 / 2016,2015,2016,2
481,inspection,2017 / 2018,2017,2018,2
481,violation,2015 / 2016,2015,2016,4
481,violation,2017 / 2018,2017,2018,12
482,inspection,2016 / 2017,2016,2017,2
482,inspection,2019 / 2020,2019,2020,2
482,violation,2016 / 2017,2016,2017,5
488,inspection,2019 / 2020,2019,2020,2
504,inspection,2013 / 2014,2013,2014,5
504,inspection,2014 / 2015,2014,2015,1
504,inspection,2015 / 2016,2015,2016,3
504,inspection,2016 / 2017,2016,2017,3
504,inspection,2017 / 2018,2017,2018,1
504,inspection,2018 / 2019,2018,2019,4
504,violation,2016 / 2017,2016,2017,2
504,violation,2017 / 2018,2017,2018,1
504,violation,2018 / 2019,2018,2019,5
507,inspection,2015 / 2016,2015,2016,1
507,inspection,2016 / 2017,2016,2017,1
507,inspection,2017 / 2018,2017,2018,1
507,inspection,2018 / 2019,2018,2019,1
507,violation,2015 / 2016,2015,2016,2
507,violation,2016 / 2017,2016,2017,3
507,violation,2017 / 2018,2017,2018,1
507,violation,2018 / 2019,2018,2019,1
508,inspection,2013 / 2014,2013,2014,4
508,inspection,2016 / 2017,2016,2017,2
508,inspection,2019 / 2020,2019,2020,2
508,violation,2016 / 2017,2016,2017,1
518,inspection,2014 / 2015,2014,2015,1
518,inspection,2015 / 2016,2015,2016,1
518,inspection,2019 / 2020,2019,2020,1
518,violation,2014 / 2015,2014,2015,3
528,inspection,2015 / 2016,2015,2016,2
528,inspection,2018 / 2019,2018,2019,2
528,inspection,2019 / 2020,2019,2020,1
528,violation,2015 / 2016,2015,2016,5
548,enf_action,2013 / 2014,2013,2014,2
548,enf_action,2014 / 2015,2014,2015,1
548,enf_action,2016 / 2017,2016,2017,2
548,inspection,2013 / 2014,2013,2014,2
548,inspection,2014 / 2015,2014,2015,1
548,inspection,2015 / 2016,2015,2016,1
548,inspection,2016 / 2017,2016,2017,3
548,inspection,2017 / 2018,2017,2018,1
548,inspection,2018 / 2019,2018,2019,1
548,inspection,2019 / 2020,2019,2020,2
548,violation,2013 / 2014,2013,2014,6
548,violation,2014 / 2015,2014,2015,4
548,violation,2016 / 2017,2016,2017,5
548,violation,2019 / 2020,2019,2020,11
551,inspection,2016 / 2017,2016,2017,1
551,violation,2016 / 2017,2016,2017,2
563,inspection,2015 / 2016,2015,2016,2
563,inspection,2019 / 2020,2019,2020,2
563,violation,2019 / 2020,2019,2020,1
565,inspection,2013 / 2014,2013,2014,2
565,inspection,2014 / 2015,2014,2015,1
565,inspection,2016 / 2017,2016,2017,2
565,inspection,2020 / 2021,2020,2021,1
565,violation,2013 / 2014,2013,2014,1
566,inspection,2013 / 2014,2013,2014,2
566,inspection,2014 / 2015,2014,2015,2
566,inspection,2017 / 2018,2017,2018,4
566,violation,2013 / 2014,2013,2014,4
566,violation,2017 / 2018,2017,2018,1
569,inspection,2013 / 2014,2013,2014,3
569,inspection,2014 / 2015,2014,2015,1
569,inspection,2015 / 2016,2015,2016,1
569,inspection,2016 / 2017,2016,2017,4
569,inspection,2017 / 2018,2017,2018,2
569,inspection,2019 / 2020,2019,2020,2
569,violation,2013 / 2014,2013,2014,1
569,violation,2014 / 2015,2014,2015,4
569,violation,2015 / 2016,2015,2016,4
569,violation,2016 / 2017,2016,2017,7
569,violation,2017 / 2018,2017,2018,3
569,violation,2019 / 2020,2019,2020,18
584,inspection,2016 / 2017,2016,2017,1
584,violation,2016 / 2017,2016,2017,1
585,inspection,2015 / 2016,2015,2016,1
585,inspection,2017 / 2018,2017,2018,1
585,inspection,2018 / 2019,2018,2019,4
585,violation,2015 / 2016,2015,2016,12
585,violation,2018 / 2019,2018,2019,16
624,inspection,2015 / 2016,2015,2016,1
624,inspection,2018 / 2019,2018,2019,2
624,violation,2018 / 2019,2018,2019,1
648,inspection,2015 / 2016,2015,2016,5
648,inspection,2018 / 2019,2018,2019,3
648,violation,2015 / 2016,2015,2016,32
648,violation,2018 / 2019,2018,2019,27
653,inspection,2015 / 2016,2015,2016,1
677,inspection,2013 / 2014,2013,2014,1
677,inspection,2016 / 2017,2016,2017,1
688,inspection,2014 / 2015,2014,2015,1
688,inspection,2018 / 2019,2018,2019,5
688,violation,2014 / 2015,2014,2015,7
688,violation,2018 / 2019,2018,2019,8
694,inspection,2013 / 2014,2013,2014,1
694,inspection,2014 / 2015,2014,2015,1
694,inspection,2015 / 2016,2015,2016,1
694,inspection,2016 / 2017,2016,2017,5
694,inspection,2017 / 2018,2017,2018,1
694,inspection,2019 / 2020,2019,2020,2
694,violation,2014 / 2015,2014,2015,4
694,violation,2016 / 2017,2016,2017,6
694,violation,2019 / 2020,2019,2020,16
738,inspection,2013 / 2014,2013,2014,1
738,inspection,2014 / 2015,2014,2015,1
738,inspection,2015 / 2016,2015,2016,1
738,inspection,2017 / 2018,2017,2018,1
745,inspection,2015 / 2016,2015,2016,1
745,inspection,2017 / 2018,2017,2018,2
745,inspection,2018 / 2019,2018,2019,5
745,inspection,2019 / 2020,2019,2020,5
745,violation,2015 / 2016,2015,2016,13
745,violation,2017 / 2018,2017,2018,102
745,violation,2018 / 2019,2018,2019,6
745,violation,2019 / 2020,2019,2020,4
749,inspection,2013 / 2014,2013,2014,1
749,inspection,2015 / 2016,2015,2016,1
749,inspection,2016 / 2017,2016,2017,1
749,inspection,2018 / 2019,2018,2019,1
749,violation,2013 / 2014,2013,2014,1
749,violation,2016 / 2017,2016,2017,13
751,inspection,2014 / 2015,2014,2015,1
751,inspection,2017 / 2018,2017,2018,1
751,inspection,2018 / 2019,2018,2019,1
751,violation,2014 / 2015,2014,2015,7
751,violation,2017 / 2018,2017,2018,6
814,inspection,2015 / 2016,2015,2016,5
814,inspection,2018 / 2019,2018,2019,5
814,violation,2015 / 2016,2015,2016,29
814,violation,2018 / 2019,2018,2019,19
828,inspection,2020 / 2021,2020,2021,1
828,violation,2020 / 2021,2020,2021,1
840,inspection,2020 / 2021,2020,2021,1
840,violation,2020 / 2021,2020,2021,2
859,inspection,2020 / 2021,2020,2021,1
859,violation,2020 / 2021,2020,2021,2
868,inspection,2020 / 2021,2020,2021,1
868,violation,2020 / 2021,2020,2021,2
888,inspection,2014 / 2015,2014,2015,1
888,inspection,2015 / 2016,2015,2016,3
888,inspection,2016 / 2017,2016,2017,3
888,inspection,2017 / 2018,2017,2018,2
888,inspection,2018 / 2019,2018,2019,3
888,inspection,2019 / 2020,2019,2020,1
888,violation,2014 / 2015,2014,2015,11
888,violation,2015 / 2016,2015,2016,11
888,violation,2016 / 2017,2016,2017,10
888,violation,2017 / 2018,2017,2018,5
888,violation,2018 / 2019,2018,2019,7
888,violation,2019 / 2020,2019,2020,7
890,inspection,2013 / 2014,2013,2014,3
890,inspection,2014 / 2015,2014,2015,3
890,inspection,2015 / 2016,2015,2016,3
890,inspection,2016 / 2017,2016,2017,3
890,inspection,2017 / 2018,2017,2018,3
890,inspection,2018 / 2019,2018,2019,3
890,inspection,2019 / 2020,2019,2020,1
890,violation,2014 / 2015,2014,2015,5
890,violation,2015 / 2016,2015,2016,1
890,violation,2016 / 2017,2016,2017,2
890,violation,2017 / 2018,2017,2018,1
890,violation,2018 / 2019,2018,2019,3
890,violation,2019 / 2020,2019,2020,1
894,inspection,2012 / 2013,2012,2013,1
894,inspection,2015 / 2016,2015,2016,1
894,inspection,2018 / 2019,2018,2019,1
894,violation,2012 / 2013,2012,2013,1
894,violation,2018 / 2019,2018,2019,3
903,inspection,2018 / 2019,2018,2019,1
903,violation,2018 / 2019,2018,2019,2
910,inspection,2020 / 2021,2020,2021,1
910,violation,2020 / 2021,2020,2021,2
931,inspection,2017 / 2018,2017,2018,1
931,violation,2017 / 2018,2017,2018,4
968,inspection,2018 / 2019,2018,2019,1
975,inspection,2019 / 2020,2019,2020,1
977,inspection,2019 / 2020,2019,2020,1
979,inspection,2019 / 2020,2019,2020,1
982,inspection,2018 / 2019,2018,2019,1
983,inspection,2019 / 2020,2019,2020,1
985,inspection,2020 / 2021,2020,2021,1
992,inspection,2020 / 2021,2020,2021,1
992,violation,2020 / 2021,2020,2021,1
1001,inspection,2015 / 2016,2015,2016,1
1001,inspection,2018 / 2019,2018,2019,1
1001,violation,2015 / 2016,2015,2016,4
1001,violation,2018 / 2019,2018,2019,2
1005,inspection,2015 / 2016,2015,2016,2
1005,inspection,2018 / 2019,2018,2019,1
1005,violation,2015 / 2016,2015,2016,1
1029,inspection,2020 / 2021,2020,2021,1
1029,violation,2020 / 2021,2020,2021,1
1032,inspection,2018 / 2019,2018,2019,1
1043,inspection,2018 / 2019,2018,2019,1
1043,violation,2018 / 2019,2018,2019,2
1064,inspection,2017 / 2018,2017,2018,1
1064,violation,2017 / 2018,2017,2018,2
1082,inspection,2020 / 2021,2020,2021,1
1082,violation,2020 / 2021,2020,2021,1
1095,inspection,2019 / 2020,2019,2020,1
1103,inspection,2020 / 2021,2020,2021,1
1128,inspection,2019 / 2020,2019,2020,1
1151,enf_action,2014 / 2015,2014,2015,1
1151,inspection,2013 / 2014,2013,2014,4
1151,inspection,2014 / 2015,2014,2015,4
1151,inspection,2015 / 2016,2015,2016,4
1151,inspection,2016 / 2017,2016,2017,4
1151,inspection,2017 / 2018,2017,2018,4
1151,inspection,2018 / 2019,2018,2019,2
1151,inspection,2019 / 2020,2019,2020,3
1151,violation,2013 / 2014,2013,2014,7
1151,violation,2015 / 2016,2015,2016,12
1151,violation,2016 / 2017,2016,2017,6
1151,violation,2017 / 2018,2017,2018,3
1151,violation,2018 / 2019,2018,2019,3
1151,violation,2019 / 2020,2019,2020,4
1170,inspection,2013 / 2014,2013,2014,2
1170,inspection,2014 / 2015,2014,2015,1
1170,inspection,2015 / 2016,2015,2016,1
1170,inspection,2016 / 2017,2016,2017,2
1170,inspection,2017 / 2018,2017,2018,3
1170,inspection,2018 / 2019,2018,2019,1
1170,inspection,2019 / 2020,2019,2020,2
1170,violation,2013 / 2014,2013,2014,8
1170,violation,2014 / 2015,2014,2015,7
1170,violation,2015 / 2016,2015,2016,5
1170,violation,2016 / 2017,2016,2017,2
1170,violation,2018 / 2019,2018,2019,2
1170,violation,2019 / 2020,2019,2020,1
1198,enf_action,2014 / 2015,2014,2015,1
1198,enf_action,2015 / 2016,2015,2016,1
1198,enf_action,2017 / 2018,2017,2018,1
1198,inspection,2013 / 2014,2013,2014,1
1198,inspection,2014 / 2015,2014,2015,1
1198,inspection,2015 / 2016,2015,2016,1
1198,inspection,2016 / 2017,2016,2017,3
1198,inspection,2017 / 2018,2017,2018,1
1198,inspection,2018 / 2019,2018,2019,1
1198,inspection,2019 / 2020,2019,2020,3
1198,violation,2014 / 2015,2014,2015,2
1198,violation,2015 / 2016,2015,2016,1
1198,violation,2017 / 2018,2017,2018,1
1198,violation,2019 / 2020,2019,2020,1
1203,inspection,2013 / 2014,2013,2014,3
1203,inspection,2014 / 2015,2014,2015,3
1203,inspection,2015 / 2016,2015,2016,2
1203,inspection,2016 / 2017,2016,2017,3
1203,inspection,2017 / 2018,2017,2018,3
1203,inspection,2018 / 2019,2018,2019,3
1203,inspection,2019 / 2020,2019,2020,3
1203,violation,2014 / 2015,2014,2015,1
1203,violation,2019 / 2020,2019,2020,1
1204,inspection,2013 / 2014,2013,2014,3
1204,inspection,2014 / 2015,2014,2015,3
1204,inspection,2015 / 2016,2015,2016,3
1204,inspection,2016 / 2017,2016,2017,3
1204,inspection,2017 / 2018,2017,2018,3
1204,inspection,2018 / 2019,2018,2019,3
1204,inspection,2019 / 2020,2019,2020,3
1204,violation,2017 / 2018,2017,2018,1
1218,inspection,2014 / 2015,2014,2015,3
1218,inspection,2015 / 2016,2015,2016,3
1218,inspection,2016 / 2017,2016,2017,3
1218,inspection,2017 / 2018,2017,2018,3
1218,inspection,2018 / 2019,2018,2019,3
1218,inspection,2019 / 2020,2019,2020,3
1307,inspection,2012 / 2013,2012,2013,1
1307,inspection,2015 / 2016,2015,2016,1
1307,inspection,2018 / 2019,2018,2019,1
1307,violation,2012 / 2013,2012,2013,1
1307,violation,2018 / 2019,2018,2019,1
1316,inspection,2014 / 2015,2014,2015,1
1316,inspection,2016 / 2017,2016,2017,1
1316,inspection,2018 / 2019,2018,2019,1
1316,violation,2018 / 2019,2018,2019,1
1320,inspection,2015 / 2016,2015,2016,1
1320,inspection,2016 / 2017,2016,2017,1
1320,violation,2016 / 2017,2016,2017,1
1372,inspection,2013 / 2014,2013,2014,1
1372,inspection,2016 / 2017,2016,2017,1
1372,violation,2016 / 2017,2016,2017,2
1393,inspection,2012 / 2013,2012,2013,1
1393,inspection,2015 / 2016,2015,2016,1
1393,inspection,2018 / 2019,2018,2019,1
1393,violation,2012 / 2013,2012,2013,1
1393,violation,2018 / 2019,2018,2019,1
1395,inspection,2016 / 2017,2016,2017,1
1395,inspection,2019 / 2020,2019,2020,1
1400,inspection,2019 / 2020,2019,2020,1
1404,inspection,2014 / 2015,2014,2015,1
1404,inspection,2016 / 2017,2016,2017,1
1404,inspection,2019 / 2020,2019,2020,1
1408,inspection,2015 / 2016,2015,2016,1
1408,inspection,2018 / 2019,2018,2019,1
1408,violation,2018 / 2019,2018,2019,1
1413,inspection,2016 / 2017,2016,2017,1
1427,inspection,2020 / 2021,2020,2021,1
1432,inspection,2014 / 2015,2014,2015,2
1432,inspection,2019 / 2020,2019,2020,1
1432,violation,2014 / 2015,2014,2015,1
1435,inspection,2014 / 2015,2014,2015,1
1435,inspection,2017 / 2018,2017,2018,1
1436,inspection,2016 / 2017,2016,2017,1
1442,inspection,2015 / 2016,2015,2016,1
1442,inspection,2016 / 2017,2016,2017,1
1442,inspection,2018 / 2019,2018,2019,1
1442,violation,2016 / 2017,2016,2017,1
1447,inspection,2015 / 2016,2015,2016,1
1447,inspection,2019 / 2020,2019,2020,1
1450,inspection,2013 / 2014,2013,2014,2
1450,violation,2013 / 2014,2013,2014,1
1451,enf_action,2015 / 2016,2015,2016,1
1451,inspection,2014 / 2015,2014,2015,1
1451,inspection,2015 / 2016,2015,2016,1
1451,inspection,2018 / 2019,2018,2019,1
1451,violation,2014 / 2015,2014,2015,1
1452,inspection,2016 / 2017,2016,2017,1
1452,inspection,2019 / 2020,2019,2020,1
1452,violation,2016 / 2017,2016,2017,1
1490,inspection,2013 / 2014,2013,2014,1
1490,inspection,2019 / 2020,2019,2020,1
1491,inspection,2015 / 2016,2015,2016,1
1491,inspection,2018 / 2019,2018,2019,1
1491,violation,2018 / 2019,2018,2019,1
1492,inspection,2016 / 2017,2016,2017,1
1495,inspection,2019 / 2020,2019,2020,1
1500,inspection,2013 / 2014,2013,2014,1
1500,inspection,2018 / 2019,2018,2019,1
1512,inspection,2017 / 2018,2017,2018,1
1522,inspection,2016 / 2017,2016,2017,1
1522,inspection,2018 / 2019,2018,2019,1
1522,violation,2018 / 2019,2018,2019,1
1530,inspection,2015 / 2016,2015,2016,1
1530,inspection,2018 / 2019,2018,2019,1
1538,inspection,2015 / 2016,2015,2016,1
1538,inspection,2016 / 2017,2016,2017,1
1538,inspection,2018 / 2019,2018,2019,1
1538,violation,2016 / 2017,2016,2017,1
1538,violation,2018 / 2019,2018,2019,1
1551,inspection,2013 / 2014,2013,2014,1
1551,inspection,2016 / 2017,2016,2017,1
1551,violation,2013 / 2014,2013,2014,1
1551,violation,2016 / 2017,2016,2017,1
1552,inspection,2019 / 2020,2019,2020,1
1553,inspection,2018 / 2019,2018,2019,1
1553,violation,2018 / 2019,2018,2019,1
1562,inspection,2013 / 2014,2013,2014,3
1562,inspection,2016 / 2017,2016,2017,2
1562,inspection,2019 / 2020,2019,2020,1
1562,violation,2013 / 2014,2013,2014,2
1562,violation,2016 / 2017,2016,2017,1
1562,violation,2019 / 2020,2019,2020,2
1578,inspection,2016 / 2017,2016,2017,1
1578,inspection,2019 / 2020,2019,2020,1
1606,inspection,2015 / 2016,2015,2016,1
1614,inspection,2012 / 2013,2012,2013,1
1614,inspection,2016 / 2017,2016,2017,1
1614,violation,2012 / 2013,2012,2013,1
1615,inspection,2016 / 2017,2016,2017,1
1615,inspection,2019 / 2020,2019,2020,1
1627,inspection,2016 / 2017,2016,2017,1
1628,inspection,2016 / 2017,2016,2017,1
1632,inspection,2015 / 2016,2015,2016,1
1632,inspection,2019 / 2020,2019,2020,1
1645,inspection,2013 / 2014,2013,2014,1
1645,inspection,2014 / 2015,2014,2015,1
1645,inspection,2015 / 2016,2015,2016,1
1645,inspection,2018 / 2019,2018,2019,1
1645,violation,2018 / 2019,2018,2019,1
1671,inspection,2013 / 2014,2013,2014,3
1671,inspection,2014 / 2015,2014,2015,3
1671,inspection,2015 / 2016,2015,2016,2
1671,inspection,2016 / 2017,2016,2017,2
1671,inspection,2017 / 2018,2017,2018,3
1671,inspection,2018 / 2019,2018,2019,3
1671,inspection,2019 / 2020,2019,2020,12
1671,inspection,2020 / 2021,2020,2021,1
1671,violation,2014 / 2015,2014,2015,1
1671,violation,2015 / 2016,2015,2016,2
1671,violation,2016 / 2017,2016,2017,3
1671,violation,2017 / 2018,2017,2018,4
1671,violation,2018 / 2019,2018,2019,4
1671,violation,2019 / 2020,2019,2020,2
1680,inspection,2015 / 2016,2015,2016,1
1680,inspection,2016 / 2017,2016,2017,1
1680,inspection,2018 / 2019,2018,2019,2
1680,inspection,2019 / 2020,2019,2020,1
1680,violation,2015 / 2016,2015,2016,13
1680,violation,2018 / 2019,2018,2019,4
1693,inspection,2014 / 2015,2014,2015,3
1693,inspection,2016 / 2017,2016,2017,1
1693,inspection,2017 / 2018,2017,2018,3
1693,violation,2014 / 2015,2014,2015,1
1693,violation,2017 / 2018,2017,2018,2
1699,inspection,2013 / 2014,2013,2014,1
1699,inspection,2014 / 2015,2014,2015,1
1699,inspection,2015 / 2016,2015,2016,1
1699,inspection,2017 / 2018,2017,2018,1
1767,inspection,2014 / 2015,2014,2015,3
1767,inspection,2017 / 2018,2017,2018,2
1767,violation,2014 / 2015,2014,2015,1
1780,inspection,2014 / 2015,2014,2015,1
1780,inspection,2015 / 2016,2015,2016,2
1780,inspection,2016 / 2017,2016,2017,1
1780,inspection,2018 / 2019,2018,2019,1
1780,inspection,2019 / 2020,2019,2020,1
1780,violation,2015 / 2016,2015,2016,1
1784,inspection,2013 / 2014,2013,2014,1
1784,inspection,2015 / 2016,2015,2016,2
1784,inspection,2017 / 2018,2017,2018,1
1784,inspection,2018 / 2019,2018,2019,2
1784,violation,2015 / 2016,2015,2016,2
1792,inspection,2013 / 2014,2013,2014,4
1792,inspection,2016 / 2017,2016,2017,3
1792,inspection,2018 / 2019,2018,2019,2
1792,violation,2016 / 2017,2016,2017,2
1811,inspection,2015 / 2016,2015,2016,2
1811,inspection,2016 / 2017,2016,2017,1
1811,inspection,2017 / 2018,2017,2018,1
1811,inspection,2018 / 2019,2018,2019,2
1816,inspection,2015 / 2016,2015,2016,2
1816,inspection,2017 / 2018,2017,2018,2
1816,inspection,2018 / 2019,2018,2019,1
1816,violation,2017 / 2018,2017,2018,1
1841,inspection,2014 / 2015,2014,2015,1
1841,inspection,2015 / 2016,2015,2016,1
1841,inspection,2016 / 2017,2016,2017,1
1841,inspection,2018 / 2019,2018,2019,1
1841,inspection,2019 / 2020,2019,2020,1
1849,inspection,2013 / 2014,2013,2014,4
1849,inspection,2014 / 2015,2014,2015,3
1849,inspection,2017 / 2018,2017,2018,2
1849,violation,2013 / 2014,2013,2014,1
1849,violation,2014 / 2015,2014,2015,5
1852,inspection,2013 / 2014,2013,2014,1
1852,inspection,2015 / 2016,2015,2016,1
1852,inspection,2016 / 2017,2016,2017,1
1852,inspection,2018 / 2019,2018,2019,2
1854,inspection,2014 / 2015,2014,2015,2
1854,inspection,2017 / 2018,2017,2018,2
1859,inspection,2015 / 2016,2015,2016,1
1859,inspection,2018 / 2019,2018,2019,1
1868,inspection,2015 / 2016,2015,2016,3
1868,inspection,2018 / 2019,2018,2019,2
1868,violation,2015 / 2016,2015,2016,2
1868,violation,2018 / 2019,2018,2019,4
1887,inspection,2014 / 2015,2014,2015,5
1887,inspection,2016 / 2017,2016,2017,3
1887,inspection,2017 / 2018,2017,2018,1
1887,inspection,2018 / 2019,2018,2019,1
1887,inspection,2019 / 2020,2019,2020,2
1887,violation,2014 / 2015,2014,2015,1
1887,violation,2016 / 2017,2016,2017,8
1887,violation,2019 / 2020,2019,2020,4
1892,inspection,2013 / 2014,2013,2014,1
1892,inspection,2016 / 2017,2016,2017,1
1892,violation,2016 / 2017,2016,2017,3
1902,inspection,2015 / 2016,2015,2016,3
1902,inspection,2018 / 2019,2018,2019,3
1902,violation,2018 / 2019,2018,2019,1
1913,inspection,2015 / 2016,2015,2016,2
1913,inspection,2017 / 2018,2017,2018,1
1913,inspection,2018 / 2019,2018,2019,2
1913,violation,2015 / 2016,2015,2016,3
1913,violation,2018 / 2019,2018,2019,1
1914,inspection,2014 / 2015,2014,2015,2
1914,inspection,2016 / 2017,2016,2017,2
1914,inspection,2018 / 2019,2018,2019,2
1914,violation,2014 / 2015,2014,2015,1
1914,violation,2016 / 2017,2016,2017,3
1926,inspection,2015 / 2016,2015,2016,2
1926,inspection,2018 / 2019,2018,2019,3
1926,violation,2015 / 2016,2015,2016,3
1926,violation,2018 / 2019,2018,2019,2
1949,inspection,2012 / 2013,2012,2013,2
1949,inspection,2013 / 2014,2013,2014,1
1949,inspection,2016 / 2017,2016,2017,1
1949,inspection,2018 / 2019,2018,2019,1
1949,violation,2013 / 2014,2013,2014,2
1974,inspection,2014 / 2015,2014,2015,2
1974,inspection,2017 / 2018,2017,2018,2
1974,inspection,2018 / 2019,2018,2019,2
1974,violation,2014 / 2015,2014,2015,1
1974,violation,2017 / 2018,2017,2018,4
1974,violation,2018 / 2019,2018,2019,16
1975,inspection,2012 / 2013,2012,2013,1
1975,inspection,2013 / 2014,2013,2014,1
1975,inspection,2015 / 2016,2015,2016,2
1975,inspection,2018 / 2019,2018,2019,1
1975,violation,2012 / 2013,2012,2013,1
1975,violation,2015 / 2016,2015,2016,2
1976,inspection,2013 / 2014,2013,2014,3
1976,inspection,2016 / 2017,2016,2017,1
1976,inspection,2017 / 2018,2017,2018,2
1976,inspection,2018 / 2019,2018,2019,1
1976,inspection,2019 / 2020,2019,2020,1
1976,violation,2016 / 2017,2016,2017,3
1989,inspection,2015 / 2016,2015,2016,1
1989,inspection,2018 / 2019,2018,2019,1
2001,inspection,2015 / 2016,2015,2016,1
2001,inspection,2018 / 2019,2018,2019,1
2001,violation,2015 / 2016,2015,2016,6
2004,inspection,2014 / 2015,2014,2015,5
2004,inspection,2017 / 2018,2017,2018,2
2004,inspection,2019 / 2020,2019,2020,2
2004,violation,2014 / 2015,2014,2015,6
2004,violation,2017 / 2018,2017,2018,3
2004,violation,2019 / 2020,2019,2020,2
2014,inspection,2014 / 2015,2014,2015,1
2014,inspection,2016 / 2017,2016,2017,1
2014,inspection,2017 / 2018,2017,2018,2
2014,violation,2016 / 2017,2016,2017,1
2014,violation,2017 / 2018,2017,2018,2
2019,inspection,2015 / 2016,2015,2016,3
2019,inspection,2018 / 2019,2018,2019,2
2019,violation,2015 / 2016,2015,2016,1
2019,violation,2018 / 2019,2018,2019,1
2046,inspection,2014 / 2015,2014,2015,2
